Age,Gender,Education_Level,Income,Joining Designation,Quarterly Rating,Target_Var,tenure_Months,Total Business Value,Quarterly_Rating_Increase,Income_Increase,City_Encoded
31.0,0.0,2,22738,1,1,1,14,0,0,0,0.7194295503654974
30.0,0.0,1,30996,1,1,1,24,439470,0,0,0.6753359528111106
39.0,0.0,2,149354,5,1,1,44,0,0,0,0.7302630624839633
22.0,1.0,0,33042,1,1,1,1,0,0,0,0.654375558571176
38.0,0.0,2,76804,3,1,0,9,196060,0,0,0.684190247889322
32.0,0.0,1,23221,3,1,0,2,0,0,0,0.7302630624839633
32.0,0.0,2,45609,1,1,1,18,626620,0,0,0.763421552435784
36.0,1.0,2,84737,1,4,0,59,33709640,1,1,0.6753359528111106
34.0,1.0,0,40685,2,1,1,5,0,0,0,0.683166962884123
27.0,1.0,2,81385,1,1,1,12,642820,0,0,0.7028288409112735
35.0,0.0,2,83242,2,1,1,5,484200,0,0,0.7698585742141875
37.0,1.0,1,85332,3,1,0,1,0,0,0,0.6379843993734239
36.0,0.0,2,73566,2,4,0,5,8743580,0,0,0.7028288409112735
28.0,0.0,2,47980,2,2,1,17,3834850,0,0,0.6342365899109041
27.0,0.0,0,59205,1,2,1,8,630200,0,0,0.6342365899109041
38.0,0.0,2,91064,3,1,1,0,187950,0,0,0.7295003150180094
39.0,1.0,1,101227,1,2,0,61,16483690,1,0,0.6379843993734239
43.0,0.0,0,49744,1,3,0,29,34374620,1,1,0.7340256711699624
30.0,1.0,2,58671,1,1,1,34,2591250,1,0,0.7698585742141875
31.0,0.0,1,67067,3,1,1,1,0,0,0,0.6741618832945772
24.0,0.0,1,63577,1,2,1,5,893410,0,0,0.7065528646360607
32.0,1.0,1,49696,2,1,1,9,0,0,0,0.6753359528111106
31.0,0.0,1,22875,1,1,1,3,0,0,0,0.7295003150180094
41.0,0.0,1,54377,2,1,0,1,0,0,0,0.5313237578674669
39.0,0.0,0,61613,3,2,1,6,2342890,0,0,0.6989110821540374
27.0,1.0,2,48734,2,1,0,7,2842880,1,0,0.698531179865061
29.0,0.0,1,60764,2,1,1,16,117320,0,0,0.7340256711699624
37.0,0.0,2,62204,2,1,1,11,290950,0,0,0.7050484531983688
25.0,0.0,1,45526,1,1,1,6,768870,0,0,0.5955893821231233
31.0,0.0,1,35542,2,1,1,7,306770,0,0,0.6342365899109041
26.0,1.0,1,57714,1,2,0,7,1816830,0,0,0.5953765525951102
25.0,0.0,2,26520,2,1,0,6,0,0,0,0.6379843993734239
33.0,0.0,2,52914,1,1,1,10,-1385530,0,0,0.6342365899109041
30.0,0.0,2,86813,3,1,0,8,300830,0,0,0.683166962884123
39.0,0.0,0,59636,3,1,0,7,2589640,1,0,0.5700438883328994
29.0,0.0,1,16581,1,1,0,3,341060,0,0,0.763421552435784
51.0,0.0,1,65754,3,2,1,13,7067580,1,0,0.7050484531983688
37.0,0.0,1,75835,2,1,1,3,200000,0,0,0.6098957440667345
36.0,0.0,0,90743,1,4,1,11,10735670,0,0,0.8160639742891412
35.0,0.0,2,66631,1,4,0,42,18027620,1,0,0.7065528646360607
35.0,1.0,0,51267,3,1,0,0,0,0,0,0.7698585742141875
43.0,0.0,2,88204,4,2,1,9,1876530,0,0,0.7340256711699624
25.0,1.0,0,125011,1,3,1,56,15570900,0,0,0.6753359528111106
32.0,0.0,1,44108,2,1,0,3,739760,1,0,0.6342365899109041
27.0,1.0,0,53920,1,1,1,4,101890,0,0,0.684190247889322
39.0,1.0,1,58322,1,3,0,66,20702280,1,1,0.5955893821231233
30.0,0.0,2,25579,2,1,1,2,0,0,0,0.7295003150180094
23.0,0.0,1,30342,1,1,1,2,270020,0,0,0.5953765525951102
37.0,1.0,1,57083,2,1,1,3,0,0,0,0.7302630624839633
43.0,0.0,0,46309,2,1,1,16,2094860,1,0,0.7295003150180094
22.0,0.0,0,27023,1,3,1,5,1856620,0,0,0.6989110821540374
51.0,0.0,0,11943,1,1,1,9,395400,0,0,0.8160639742891412
31.0,0.0,1,145483,3,2,1,18,4899080,0,0,0.684190247889322
34.0,0.0,0,46866,3,1,0,6,1314850,1,0,0.5953765525951102
32.0,1.0,1,53181,1,1,1,13,0,0,0,0.763421552435784
33.0,0.0,0,30044,1,2,0,11,5542490,1,0,0.7050484531983688
38.0,0.0,1,42960,3,1,0,5,637320,0,0,0.6001946113311858
40.0,0.0,2,136307,5,1,1,14,100370,0,0,0.6753359528111106
39.0,0.0,0,39994,2,1,1,5,0,0,0,0.7740665011127292
28.0,0.0,2,42507,1,2,1,12,1533680,0,0,0.6999473490155224
34.0,1.0,0,48546,2,1,0,7,2590880,1,0,0.7302630624839633
30.0,0.0,0,80368,2,1,0,6,4169060,1,0,0.683166962884123
28.0,1.0,2,22095,1,1,1,3,101980,0,0,0.684190247889322
38.0,0.0,0,15861,1,1,0,2,0,0,0,0.763421552435784
29.0,1.0,1,34712,1,3,0,37,21029470,1,1,0.7050484531983688
31.0,0.0,0,123565,1,3,0,83,32766560,1,0,0.698531179865061
28.0,1.0,0,68837,2,1,1,1,0,0,0,0.7698585742141875
35.0,0.0,0,113857,3,1,1,5,150350,0,0,0.7050484531983688
41.0,1.0,1,17476,1,1,1,8,103970,0,0,0.6999473490155224
30.0,0.0,2,45811,1,2,1,13,2305640,0,0,0.7065528646360607
38.0,1.0,1,41504,2,1,1,3,0,0,0,0.6342365899109041
33.0,1.0,1,26160,1,1,1,9,1682170,1,0,0.698531179865061
28.0,0.0,2,40671,1,1,1,14,0,0,0,0.8160639742891412
31.0,0.0,2,53062,1,4,1,30,14208530,1,0,0.7050484531983688
34.0,1.0,2,80779,2,1,1,6,1684420,1,0,0.7302630624839633
41.0,1.0,0,54180,2,1,1,4,290830,0,0,0.6077892105070524
54.0,0.0,1,69118,1,2,0,30,29036280,1,1,0.6342365899109041
26.0,0.0,2,140833,1,3,1,48,11614440,0,0,0.5313237578674669
43.0,0.0,0,53355,1,2,1,53,3980110,0,0,0.6077892105070524
30.0,0.0,2,54971,2,1,1,14,0,0,0,0.7740665011127292
49.0,1.0,1,59431,1,4,1,34,20351490,1,0,0.6999473490155224
25.0,1.0,2,48860,1,4,0,18,26818060,1,0,0.7194295503654974
33.0,0.0,0,37209,1,2,0,36,17160130,1,0,0.6098957440667345
34.0,0.0,1,37704,2,1,1,18,234840,0,0,0.7340256711699624
39.0,0.0,0,41796,1,1,1,6,0,0,0,0.5953765525951102
44.0,1.0,0,55815,2,1,1,3,800710,0,0,0.7295003150180094
29.0,0.0,1,78511,2,1,1,2,0,0,0,0.6741618832945772
32.0,1.0,1,85688,1,3,0,74,29146990,1,0,0.5313237578674669
41.0,0.0,2,51764,2,2,1,1,3143290,0,0,0.7028288409112735
33.0,0.0,1,38416,1,1,1,6,473500,0,0,0.654375558571176
25.0,1.0,2,90560,1,1,1,26,1850000,0,0,0.7302630624839633
43.0,1.0,0,78444,1,1,1,41,2357650,0,0,0.6741618832945772
32.0,1.0,1,127737,3,1,0,9,4346800,1,0,0.6077892105070524
28.0,0.0,0,42573,2,3,0,5,2458110,0,0,0.6001946113311858
35.0,1.0,0,63739,3,1,1,4,0,0,0,0.654375558571176
33.0,1.0,0,53926,2,1,0,10,0,0,0,0.5955893821231233
36.0,0.0,1,55601,2,2,0,28,17454920,1,0,0.6989110821540374
43.0,1.0,2,74090,1,3,0,60,27099710,1,0,0.763421552435784
37.0,0.0,1,18948,1,1,1,16,638080,0,0,0.683166962884123
39.0,1.0,0,116992,1,4,1,17,52526160,1,1,0.6989110821540374
29.0,1.0,0,43578,2,2,1,16,5587800,0,0,0.7050484531983688
45.0,0.0,1,77647,3,2,1,34,4280480,0,0,0.6077892105070524
33.0,1.0,0,66854,2,1,0,1,0,0,0,0.7340256711699624
33.0,0.0,1,52471,3,1,1,7,4453830,1,0,0.7740665011127292
34.0,1.0,0,53123,3,1,1,7,197080,0,0,0.654375558571176
30.0,0.0,1,44443,1,1,0,7,1205820,1,0,0.698531179865061
29.0,0.0,1,18192,1,3,1,9,2895700,0,0,0.5953765525951102
33.0,0.0,1,27895,1,1,1,26,471290,0,0,0.7302630624839633
26.0,1.0,0,41255,2,2,0,9,4030510,1,0,0.7302630624839633
30.0,1.0,0,39830,2,1,1,5,0,0,0,0.7092607604412382
32.0,1.0,1,79599,3,1,1,2,0,0,0,0.7340256711699624
33.0,1.0,1,79239,3,1,1,9,0,0,0,0.6741618832945772
42.0,0.0,2,67732,1,3,0,66,20918330,1,0,0.5700438883328994
38.0,0.0,1,132819,5,1,0,47,1675670,1,0,0.6989110821540374
33.0,1.0,2,51264,3,1,0,3,0,0,0,0.684190247889322
26.0,0.0,2,33721,1,1,1,1,0,0,0,0.7194295503654974
41.0,1.0,0,71593,2,1,1,6,0,0,0,0.683166962884123
32.0,0.0,2,123750,2,1,1,6,6594920,1,0,0.5953765525951102
37.0,0.0,0,36230,3,1,1,1,0,0,0,0.5953765525951102
30.0,0.0,2,57581,1,1,1,15,221040,0,0,0.683166962884123
29.0,0.0,0,24538,1,1,1,2,4413820,1,0,0.8160639742891412
28.0,0.0,2,96265,3,1,1,2,0,0,0,0.7028288409112735
35.0,1.0,0,39246,2,1,1,1,0,0,0,0.7065528646360607
27.0,0.0,0,29148,2,2,1,43,1228620,0,0,0.7340256711699624
28.0,0.0,2,68418,3,1,1,5,213060,0,0,0.6001946113311858
34.0,0.0,1,76092,2,3,1,19,7265580,0,0,0.7698585742141875
27.0,1.0,0,29660,2,1,1,2,0,0,0,0.5955893821231233
31.0,1.0,2,36661,3,1,1,14,2605330,1,0,0.6077892105070524
40.0,1.0,2,96143,3,1,1,19,3842680,1,0,0.683166962884123
24.0,1.0,0,74589,1,1,1,53,2038430,1,0,0.6999473490155224
34.0,0.0,0,32285,2,1,1,19,1078260,0,0,0.6989110821540374
32.0,0.0,2,48010,1,1,0,7,2042670,1,0,0.6342365899109041
37.0,1.0,2,34619,1,2,1,12,951830,0,0,0.5953765525951102
30.0,0.0,2,27867,1,3,1,11,5339390,1,0,0.6753359528111106
29.0,1.0,0,66428,1,3,0,41,25757010,1,1,0.6077892105070524
33.0,0.0,2,41169,3,1,1,4,0,0,0,0.6077892105070524
27.0,0.0,1,25605,2,1,1,4,0,0,0,0.7302630624839633
30.0,1.0,1,73534,2,2,0,25,13626550,1,0,0.7092607604412382
27.0,0.0,1,63402,2,1,0,0,0,0,0,0.6753359528111106
30.0,0.0,2,29575,1,1,1,14,728820,0,0,0.6989110821540374
42.0,0.0,0,32043,1,1,1,24,2709580,1,0,0.7302630624839633
28.0,0.0,1,69939,3,1,1,1,485010,0,0,0.8160639742891412
30.0,0.0,2,66923,2,1,0,12,4184300,1,0,0.7065528646360607
37.0,0.0,1,67317,1,1,1,27,1061950,0,0,0.5313237578674669
27.0,1.0,1,63898,2,1,1,12,418100,0,0,0.684190247889322
32.0,1.0,0,40086,1,1,1,4,0,0,0,0.698531179865061
26.0,0.0,2,52518,2,1,1,0,0,0,0,0.684190247889322
31.0,0.0,0,60214,1,2,1,9,1250540,0,0,0.5955893821231233
24.0,0.0,1,25818,1,1,0,33,16585750,1,0,0.6098957440667345
26.0,0.0,1,78057,3,2,1,13,3825400,0,0,0.7194295503654974
36.0,0.0,2,83455,3,1,1,6,1888150,1,0,0.683166962884123
27.0,1.0,2,55315,1,2,1,14,1500210,0,0,0.6999473490155224
27.0,1.0,2,58533,2,1,1,0,1231750,1,0,0.684190247889322
36.0,1.0,1,61994,2,1,1,13,663870,0,0,0.6741618832945772
45.0,1.0,1,19072,1,1,1,9,1241200,1,0,0.7028288409112735
32.0,1.0,0,41973,2,1,1,5,200000,0,0,0.6741618832945772
27.0,0.0,1,29520,1,1,1,3,0,0,0,0.6342365899109041
30.0,1.0,1,88909,3,1,1,12,3204010,1,0,0.6342365899109041
26.0,1.0,0,28506,2,1,1,9,0,0,0,0.6342365899109041
30.0,0.0,0,44512,3,1,1,2,0,0,0,0.5313237578674669
27.0,0.0,2,34020,1,2,1,33,3500430,1,0,0.7092607604412382
30.0,0.0,0,49213,1,1,1,10,1382460,1,0,0.7065528646360607
29.0,0.0,1,79676,3,1,0,1,0,0,0,0.6342365899109041
36.0,0.0,1,77645,3,1,0,5,474230,0,0,0.7340256711699624
36.0,1.0,0,25678,1,2,0,67,13395500,1,0,0.6077892105070524
27.0,1.0,0,32250,1,1,0,13,2435610,1,0,0.7295003150180094
35.0,0.0,2,40099,1,3,1,20,6006280,1,0,0.6989110821540374
29.0,1.0,0,59169,2,1,1,5,0,0,0,0.6999473490155224
28.0,0.0,2,59078,3,1,0,5,952730,1,0,0.683166962884123
32.0,0.0,0,46860,2,1,1,0,0,0,0,0.7028288409112735
36.0,0.0,1,40118,3,2,0,3,1183570,0,0,0.5700438883328994
41.0,0.0,0,28059,1,1,1,9,375220,0,0,0.5313237578674669
38.0,0.0,1,55836,1,4,0,29,16747520,1,0,0.683166962884123
23.0,0.0,1,40996,2,1,1,3,798510,0,0,0.7302630624839633
25.0,0.0,0,45593,2,1,0,0,0,0,0,0.5953765525951102
29.0,1.0,0,44137,1,1,0,12,3330620,1,0,0.6379843993734239
36.0,0.0,1,52011,1,1,1,3,233880,0,0,0.7340256711699624
35.0,1.0,1,21043,1,1,1,7,3357730,1,0,0.763421552435784
31.0,1.0,2,51181,2,1,1,5,0,0,0,0.7302630624839633
35.0,1.0,0,26145,1,1,0,15,7227870,1,0,0.5955893821231233
41.0,0.0,0,12553,1,1,1,4,0,0,0,0.7740665011127292
33.0,0.0,1,18642,1,1,1,2,0,0,0,0.7295003150180094
35.0,0.0,0,42383,3,1,0,7,899410,0,0,0.5313237578674669
39.0,1.0,2,60415,2,1,0,4,2131080,1,0,0.6741618832945772
33.0,1.0,1,81936,2,1,0,19,6907240,1,0,0.6999473490155224
49.0,1.0,2,76531,1,2,1,19,2395890,0,0,0.7698585742141875
35.0,0.0,1,56702,2,1,1,6,181680,0,0,0.684190247889322
24.0,0.0,2,67394,2,2,1,12,3033920,0,0,0.6753359528111106
39.0,0.0,0,72499,3,1,1,6,0,0,0,0.698531179865061
36.0,0.0,2,76388,3,1,0,11,4643360,1,0,0.684190247889322
22.0,0.0,0,48097,1,3,1,13,3121600,0,0,0.7194295503654974
30.0,0.0,2,76425,2,2,1,4,1119000,0,0,0.7302630624839633
35.0,1.0,2,28498,1,2,1,1,1375680,0,0,0.6989110821540374
31.0,0.0,0,74953,2,1,1,7,0,0,0,0.6077892105070524
37.0,0.0,1,46345,3,1,1,4,0,0,0,0.7092607604412382
34.0,0.0,0,54291,1,1,1,3,87200,0,0,0.6001946113311858
36.0,0.0,1,48436,1,3,1,13,2866880,0,0,0.8160639742891412
34.0,0.0,1,42408,1,2,1,23,7942910,1,0,0.7028288409112735
35.0,0.0,0,32523,2,1,1,6,0,0,0,0.683166962884123
27.0,1.0,1,30258,1,1,0,1,0,0,0,0.5700438883328994
24.0,0.0,2,46866,1,1,1,8,1789380,1,0,0.7340256711699624
27.0,1.0,1,39471,1,1,1,1,0,0,0,0.7698585742141875
34.0,0.0,1,98821,2,3,1,85,24461920,1,0,0.7050484531983688
26.0,1.0,1,54056,2,1,1,2,0,0,0,0.6741618832945772
25.0,0.0,2,58320,1,1,1,4,442400,0,0,0.8160639742891412
27.0,1.0,0,85803,3,1,1,4,493600,0,0,0.5953765525951102
33.0,1.0,0,27756,1,4,0,36,26824210,1,1,0.6741618832945772
28.0,1.0,0,60796,1,1,1,8,0,0,0,0.7092607604412382
32.0,0.0,1,34692,2,1,1,11,4293290,1,0,0.7295003150180094
27.0,0.0,1,70916,2,3,0,3,5893200,0,0,0.6342365899109041
36.0,1.0,2,59274,1,3,1,11,3015730,1,0,0.7302630624839633
30.0,1.0,2,60967,2,2,0,5,5352210,1,0,0.5955893821231233
33.0,1.0,2,58203,1,1,1,13,0,0,0,0.6098957440667345
23.0,1.0,2,24906,1,1,1,37,899070,0,0,0.6999473490155224
44.0,0.0,1,53521,1,2,1,32,3266460,1,0,0.6753359528111106
24.0,0.0,0,29719,2,1,0,10,0,0,0,0.6077892105070524
39.0,1.0,1,64781,2,1,1,4,1154370,1,0,0.5953765525951102
33.0,0.0,1,58131,3,1,1,4,212320,0,0,0.6342365899109041
24.0,0.0,2,33239,1,3,1,12,3136400,1,0,0.7295003150180094
30.0,0.0,0,47050,3,1,1,14,1069470,0,0,0.7698585742141875
38.0,1.0,0,37709,2,1,1,14,0,0,0,0.5955893821231233
33.0,0.0,2,21746,1,1,1,5,310260,0,0,0.7302630624839633
28.0,0.0,0,42234,1,1,1,6,1302720,1,0,0.6753359528111106
31.0,1.0,2,36096,1,1,1,1,0,0,0,0.6989110821540374
34.0,1.0,1,130245,1,3,0,65,36239210,1,0,0.5955893821231233
40.0,1.0,2,46269,2,2,0,24,21565150,1,0,0.6741618832945772
32.0,1.0,0,42779,2,1,0,7,0,0,0,0.6077892105070524
26.0,0.0,0,48890,2,1,1,8,225060,0,0,0.6753359528111106
29.0,0.0,0,85677,3,2,0,2,746720,0,0,0.684190247889322
28.0,0.0,2,51303,1,3,1,10,3239170,0,0,0.6077892105070524
26.0,1.0,2,74087,1,2,1,22,6908370,1,0,0.7092607604412382
42.0,0.0,0,66031,1,2,1,14,2141250,0,0,0.7050484531983688
28.0,1.0,0,72393,2,1,1,1,0,0,0,0.6077892105070524
31.0,0.0,0,50370,3,1,1,6,0,0,0,0.6753359528111106
23.0,1.0,1,17687,1,1,1,1,0,0,0,0.684190247889322
36.0,1.0,2,74434,2,1,0,0,0,0,0,0.6001946113311858
25.0,0.0,1,20590,1,2,1,12,859840,0,0,0.683166962884123
34.0,0.0,2,46083,2,1,1,5,0,0,0,0.6098957440667345
36.0,0.0,0,94212,3,1,0,3,3305680,1,0,0.7092607604412382
34.0,0.0,0,38619,2,1,1,4,466160,0,0,0.7302630624839633
25.0,0.0,1,84806,3,1,1,3,794170,1,0,0.7065528646360607
35.0,0.0,2,70252,3,2,1,4,8183770,1,0,0.5313237578674669
39.0,1.0,1,100888,1,3,1,74,17600760,1,0,0.7698585742141875
34.0,0.0,2,92796,2,1,0,14,16924970,1,0,0.5313237578674669
36.0,0.0,2,73177,2,1,0,8,4318000,1,0,0.6379843993734239
30.0,1.0,2,46979,3,1,1,4,428840,0,0,0.698531179865061
27.0,0.0,0,56814,2,1,1,2,0,0,0,0.7194295503654974
31.0,0.0,0,42260,3,2,0,23,11244630,1,0,0.7092607604412382
29.0,0.0,0,100412,3,1,1,5,781740,0,0,0.7698585742141875
32.0,1.0,1,40198,2,1,1,9,576430,0,0,0.6741618832945772
34.0,1.0,2,57449,1,1,0,3,764970,1,0,0.5955893821231233
37.0,1.0,1,67669,2,1,1,3,0,0,0,0.7302630624839633
30.0,0.0,2,62011,2,1,0,0,0,0,0,0.7340256711699624
40.0,1.0,1,57975,2,2,1,10,7600110,1,0,0.683166962884123
26.0,0.0,2,92401,2,4,1,8,7387090,0,0,0.7092607604412382
33.0,0.0,2,55473,2,1,1,5,0,0,0,0.6379843993734239
27.0,0.0,2,78564,2,2,1,12,2455760,0,0,0.6001946113311858
36.0,1.0,0,44146,2,1,1,9,0,0,0,0.7028288409112735
36.0,1.0,2,63181,2,2,1,36,2500570,0,0,0.5313237578674669
27.0,1.0,2,21792,1,1,1,4,337170,0,0,0.7295003150180094
37.0,0.0,1,39750,1,1,1,1,0,0,0,0.7028288409112735
42.0,1.0,0,30999,1,1,1,10,0,0,0,0.7698585742141875
30.0,0.0,0,75875,2,2,0,71,24294670,1,1,0.7050484531983688
34.0,1.0,1,80535,2,3,1,3,3630980,1,0,0.6342365899109041
21.0,0.0,0,42380,1,1,1,6,1000130,1,0,0.6741618832945772
25.0,0.0,1,47487,2,1,1,1,0,0,0,0.6379843993734239
39.0,1.0,2,90200,1,3,0,53,19132220,1,0,0.683166962884123
35.0,1.0,0,83028,3,1,0,7,7909650,1,0,0.654375558571176
28.0,0.0,2,65726,2,1,0,7,1643120,1,0,0.698531179865061
36.0,1.0,2,46515,1,1,1,11,2199640,1,0,0.7740665011127292
26.0,1.0,2,42405,2,1,1,1,0,0,0,0.7740665011127292
30.0,1.0,2,50787,1,3,1,12,3991680,0,0,0.6098957440667345
45.0,0.0,0,29915,1,1,1,3,0,0,0,0.7065528646360607
50.0,0.0,2,93270,1,3,0,65,29736510,1,1,0.698531179865061
32.0,1.0,1,45264,1,1,0,0,0,0,0,0.7065528646360607
32.0,0.0,0,38201,3,1,0,5,952840,1,0,0.5313237578674669
32.0,0.0,2,74873,2,1,0,5,152890,0,0,0.683166962884123
39.0,0.0,1,22556,1,3,1,7,2717680,0,0,0.698531179865061
33.0,0.0,1,66035,3,1,1,17,4660960,1,0,0.763421552435784
31.0,0.0,2,58872,2,1,1,10,0,0,0,0.5700438883328994
28.0,0.0,1,26053,1,1,1,1,0,0,0,0.683166962884123
33.0,0.0,1,48829,1,1,1,4,0,0,0,0.6989110821540374
34.0,0.0,1,71129,2,1,0,9,2113020,1,0,0.7340256711699624
35.0,0.0,0,70496,3,1,0,5,0,0,0,0.7295003150180094
43.0,0.0,2,139882,3,1,1,78,0,0,0,0.6077892105070524
41.0,0.0,1,65632,2,3,1,15,9611480,1,0,0.7065528646360607
29.0,0.0,2,90421,3,1,1,6,104740,0,0,0.7740665011127292
44.0,0.0,2,117708,3,2,1,52,6514730,0,0,0.763421552435784
37.0,0.0,0,64855,2,2,1,1,698240,0,0,0.7092607604412382
39.0,1.0,0,79523,1,2,0,56,17504850,1,0,0.684190247889322
32.0,0.0,1,33442,1,1,1,6,0,0,0,0.6077892105070524
32.0,1.0,0,21252,1,2,1,6,2037410,0,0,0.763421552435784
32.0,1.0,2,59928,1,1,1,7,100710,0,0,0.5953765525951102
30.0,0.0,2,72478,2,3,0,16,9644890,1,0,0.684190247889322
36.0,0.0,0,131847,5,1,0,60,20187150,1,0,0.5700438883328994
32.0,1.0,1,38992,1,1,1,1,0,0,0,0.683166962884123
39.0,1.0,0,105686,2,1,0,54,56969020,1,0,0.5700438883328994
30.0,0.0,2,69166,2,1,1,9,0,0,0,0.7065528646360607
52.0,1.0,0,40592,1,2,1,5,1000000,0,0,0.6098957440667345
37.0,0.0,2,41591,2,1,1,9,0,0,0,0.6753359528111106
26.0,0.0,2,47752,2,3,1,15,7800830,1,0,0.7092607604412382
30.0,1.0,1,19052,1,1,1,12,845060,1,0,0.6753359528111106
26.0,1.0,2,31743,1,1,1,2,654060,0,0,0.6098957440667345
34.0,0.0,0,61065,3,1,1,3,250310,0,0,0.763421552435784
46.0,1.0,0,42604,2,1,1,9,0,0,0,0.6342365899109041
22.0,0.0,1,68936,1,2,1,8,3045460,0,0,0.8160639742891412
40.0,1.0,1,39560,1,3,1,18,2987810,0,0,0.698531179865061
34.0,1.0,2,44707,2,1,1,1,321720,0,0,0.7194295503654974
33.0,1.0,2,86291,2,1,1,4,0,0,0,0.654375558571176
37.0,0.0,1,21270,1,2,1,9,1042760,0,0,0.7194295503654974
34.0,1.0,2,59930,2,1,1,45,441810,0,0,0.7740665011127292
34.0,0.0,2,40948,2,1,1,46,362450,0,0,0.7302630624839633
29.0,0.0,1,45665,2,1,1,7,194820,0,0,0.6077892105070524
31.0,1.0,1,70778,2,1,0,16,405620,0,0,0.6077892105070524
28.0,0.0,1,74781,3,1,1,3,0,0,0,0.6098957440667345
38.0,0.0,0,116006,2,4,0,87,59696450,1,0,0.5313237578674669
43.0,1.0,0,47426,3,1,0,4,194150,0,0,0.698531179865061
33.0,1.0,2,61050,1,3,0,74,20041520,1,0,0.6989110821540374
29.0,0.0,1,43989,1,1,1,9,0,0,0,0.5955893821231233
26.0,0.0,2,95969,2,1,0,8,1508530,1,0,0.6753359528111106
32.0,0.0,1,50778,3,1,0,1,0,0,0,0.5700438883328994
28.0,0.0,2,49533,3,1,1,1,0,0,0,0.5953765525951102
44.0,1.0,2,41723,1,3,1,52,5029310,0,0,0.6989110821540374
26.0,0.0,0,42844,2,1,1,1,0,0,0,0.5313237578674669
36.0,1.0,2,42166,2,1,1,13,584180,0,0,0.7065528646360607
32.0,0.0,1,44012,2,1,1,2,0,0,0,0.6753359528111106
27.0,0.0,1,59352,2,1,1,2,0,0,0,0.7050484531983688
30.0,1.0,2,69678,3,2,0,17,11207560,1,0,0.7740665011127292
31.0,0.0,0,52035,1,3,1,25,5484730,1,0,0.7340256711699624
28.0,1.0,2,27194,1,1,1,5,50000,0,0,0.6098957440667345
30.0,1.0,1,80499,2,1,0,2,201770,0,0,0.7028288409112735
40.0,0.0,2,153766,5,1,1,44,0,0,0,0.7295003150180094
36.0,0.0,2,42772,1,1,1,8,774780,1,0,0.5313237578674669
33.0,1.0,2,82046,2,2,1,5,1639910,0,0,0.6001946113311858
36.0,1.0,0,46480,2,1,1,9,216810,0,0,0.7092607604412382
35.0,1.0,1,42813,1,2,1,13,1353350,0,0,0.5313237578674669
36.0,1.0,2,66650,2,1,0,18,10804780,1,0,0.5955893821231233
38.0,0.0,1,32871,3,1,1,5,411660,0,0,0.5700438883328994
37.0,0.0,1,31809,1,4,1,48,6598680,0,0,0.7698585742141875
32.0,0.0,1,55700,1,1,1,7,0,0,0,0.7028288409112735
22.0,0.0,1,35943,1,1,1,3,165440,0,0,0.683166962884123
37.0,1.0,0,45604,1,1,1,6,0,0,0,0.7698585742141875
41.0,0.0,2,31780,1,3,0,28,13590220,1,0,0.5313237578674669
38.0,0.0,1,70714,1,2,1,45,6598600,1,0,0.6999473490155224
38.0,0.0,1,50801,1,3,1,37,13936770,0,0,0.7295003150180094
28.0,1.0,0,133579,3,1,0,6,1124200,1,0,0.684190247889322
30.0,0.0,2,52196,1,2,1,9,2140510,0,0,0.7340256711699624
35.0,0.0,0,55777,3,1,1,5,0,0,0,0.7740665011127292
27.0,0.0,0,53105,1,1,1,16,0,0,0,0.7065528646360607
43.0,0.0,1,64370,3,1,1,5,0,0,0,0.7295003150180094
40.0,0.0,0,19371,1,3,1,19,4627380,0,0,0.7302630624839633
41.0,0.0,2,101223,4,1,1,3,961180,0,0,0.5313237578674669
29.0,0.0,1,50029,1,1,1,42,0,0,0,0.7295003150180094
33.0,1.0,1,69971,2,2,0,6,2587850,1,0,0.7028288409112735
30.0,1.0,1,59105,1,3,0,56,18036100,0,0,0.6098957440667345
39.0,0.0,0,11889,1,2,1,9,873850,0,0,0.6098957440667345
35.0,1.0,1,47440,2,1,1,1,0,0,0,0.698531179865061
23.0,1.0,0,40437,1,3,1,19,7305650,1,0,0.6342365899109041
40.0,1.0,1,29450,3,1,1,2,0,0,0,0.7092607604412382
28.0,1.0,2,70246,1,2,1,46,8930640,1,0,0.5955893821231233
30.0,0.0,0,25510,1,1,1,4,0,0,0,0.7302630624839633
41.0,1.0,0,94440,4,1,0,3,386460,0,0,0.7028288409112735
42.0,1.0,1,145116,2,2,0,87,21746880,1,0,0.7065528646360607
28.0,0.0,1,62955,1,1,1,35,144200,0,0,0.684190247889322
29.0,0.0,1,30960,1,1,0,1,150040,0,0,0.6989110821540374
38.0,0.0,1,106428,3,1,1,9,0,0,0,0.5700438883328994
35.0,0.0,2,84266,3,1,0,12,13363600,1,0,0.5313237578674669
35.0,1.0,0,90033,4,2,1,85,16342310,1,0,0.7302630624839633
32.0,0.0,0,27262,2,1,1,3,0,0,0,0.6342365899109041
35.0,0.0,1,116383,2,1,0,91,28251450,1,0,0.7295003150180094
48.0,1.0,1,82179,2,1,1,9,-411250,0,0,0.7740665011127292
46.0,1.0,0,75174,1,3,0,16,35896130,1,1,0.7340256711699624
26.0,0.0,2,93170,3,3,0,10,10752230,1,0,0.6001946113311858
34.0,0.0,1,69756,1,2,0,55,29040450,1,0,0.683166962884123
32.0,1.0,1,54631,2,2,1,7,1299750,0,0,0.5700438883328994
30.0,0.0,0,33986,2,1,0,3,310000,0,0,0.7740665011127292
